Department Sport- und Gesundheitswissenschaften;Moses Mendelssohn Zentrum für europäisch-jüdische Studien e. V.;11
Department Sport- und Gesundheitswissenschaften;Wirtschaftswissenschaften;1207
Department Sport- und Gesundheitswissenschaften;Institut für Romanistik;1085
Department Sport- und Gesundheitswissenschaften;Institut für Jüdische Theologie;65
Department Sport- und Gesundheitswissenschaften;Interdisziplinäres Zentrum für Biopolymere;21
Department Sport- und Gesundheitswissenschaften;Philosophische Fakultät;274
Department Sport- und Gesundheitswissenschaften;Institut für Informatik und Computational Science;1199
Department Sport- und Gesundheitswissenschaften;Referat für Presse- und Öffentlichkeitsarbeit;5
Department Sport- und Gesundheitswissenschaften;Forschungsbereich "Politik, Verwaltung und Management";3
Department Sport- und Gesundheitswissenschaften;Geschlechtersoziologie;2
Department Sport- und Gesundheitswissenschaften;Kommunalwissenschaftliches Institut;126
Department Sport- und Gesundheitswissenschaften;Lehreinheit für Wirtschafts-Arbeit-Technik;119
Department Sport- und Gesundheitswissenschaften;Strukturbereich Bildungswissenschaften;97
Department Sport- und Gesundheitswissenschaften;Zentrum für Sprachen und Schlüsselkompetenzen (Zessko);67
Department Sport- und Gesundheitswissenschaften;Institut für angewandte Familien-, Kindheits- und Jugendforschung e.V.;1
Department Sport- und Gesundheitswissenschaften;Digital Engineering Fakultät;5
Department Sport- und Gesundheitswissenschaften;Fachgruppe Volkswirtschaftslehre;38
Department Sport- und Gesundheitswissenschaften;Botanischer Garten;2
Department Sport- und Gesundheitswissenschaften;Institut für Umweltwissenschaften und Geographie;1387
Department Sport- und Gesundheitswissenschaften;Institut für Chemie;1568
Department Sport- und Gesundheitswissenschaften;Wirtschafts- und Sozialwissenschaftliche Fakultät;85
Department Sport- und Gesundheitswissenschaften;Multilingualism;5
Department Sport- und Gesundheitswissenschaften;Strukturbereich Kognitionswissenschaften;758
Department Sport- und Gesundheitswissenschaften;Institut für Jüdische Studien und Religionswissenschaft;479
Department Sport- und Gesundheitswissenschaften;Institut für Geowissenschaften;1547
Department Sport- und Gesundheitswissenschaften;Department Erziehungswissenschaft;972
Department Sport- und Gesundheitswissenschaften;Institut für Künste und Medien;258
Department Sport- und Gesundheitswissenschaften;Zentrale und wissenschaftliche Einrichtungen;2
Department Sport- und Gesundheitswissenschaften;Organe und Gremien;1
Department Sport- und Gesundheitswissenschaften;Vereinigung für Jüdische Studien e. V.;245
Department Sport- und Gesundheitswissenschaften;Humanwissenschaftliche Fakultät;224
Department Sport- und Gesundheitswissenschaften;Department Musik und Kunst;156
Department Sport- und Gesundheitswissenschaften;Zentrum für Gerechtigkeitsforschung;74
Department Sport- und Gesundheitswissenschaften;Hasso-Plattner-Institut für Digital Engineering gGmbH;259
Department Sport- und Gesundheitswissenschaften;Fachgruppe Soziologie;67
Department Sport- und Gesundheitswissenschaften;ZIM - Zentrum für Informationstechnologie und Medienmanagement;13
Department Sport- und Gesundheitswissenschaften;Gesundheitsmanagement;16
Department Sport- und Gesundheitswissenschaften;Zentrum für Qualitätsentwicklung in Lehre und Studium (ZfQ);62
Department Sport- und Gesundheitswissenschaften;Zentrum für Australienforschung;3
Department Sport- und Gesundheitswissenschaften;Institut für Lebensgestaltung-Ethik-Religionskunde;7
Department Sport- und Gesundheitswissenschaften;Interdisziplinäres Zentrum für Kognitive Studien;3
Department Sport- und Gesundheitswissenschaften;Mathematisch-Naturwissenschaftliche Fakultät;133
Department Sport- und Gesundheitswissenschaften;Interdisziplinäres Zentrum für Dünne Organische und Biochemische Schichten;61
Department Sport- und Gesundheitswissenschaften;Sozialwissenschaften;1115
Department Sport- und Gesundheitswissenschaften;Juristische Fakultät;11
Department Sport- und Gesundheitswissenschaften;Klassische Philologie;60
Department Sport- und Gesundheitswissenschaften;Öffentliches Recht;484
Department Sport- und Gesundheitswissenschaften;Fachgruppe Politik- & Verwaltungswissenschaft;141
Department Sport- und Gesundheitswissenschaften;MenschenRechtsZentrum;728
Department Sport- und Gesundheitswissenschaften;Universitätsbibliothek;30
Department Sport- und Gesundheitswissenschaften;Institut für Slavistik;447
Department Sport- und Gesundheitswissenschaften;Institut für Philosophie;77
Department Sport- und Gesundheitswissenschaften;Theodor-Fontane-Archiv;1
Department Sport- und Gesundheitswissenschaften;Institut für Physik und Astronomie;1553
Department Sport- und Gesundheitswissenschaften;Verband für Patholinguistik e. V. (vpl);31
Department Sport- und Gesundheitswissenschaften;Career Service;2
Department Sport- und Gesundheitswissenschaften;Zentrum für Lern- und Lehrforschung;40
Department Sport- und Gesundheitswissenschaften;WeltTrends e.V. Potsdam;196
Department Sport- und Gesundheitswissenschaften;Institut für Biochemie und Biologie;1644
Department Sport- und Gesundheitswissenschaften;Institut für Ernährungswissenschaft;1496
Department Sport- und Gesundheitswissenschaften;Bürgerliches Recht;446
Department Sport- und Gesundheitswissenschaften;Akademie für Psychotherapie und Interventionsforschung GmbH;3
Department Sport- und Gesundheitswissenschaften;Potsdam Graduate School;2
Department Sport- und Gesundheitswissenschaften;Kanonistisches Institut e.V.;2
Department Sport- und Gesundheitswissenschaften;Sonderforschungsbereich 632 - Informationsstruktur;14
Department Sport- und Gesundheitswissenschaften;Department Linguistik;1340
Department Sport- und Gesundheitswissenschaften;Department für Inklusionspädagogik;146
Department Sport- und Gesundheitswissenschaften;Potsdam Research Institute for Multilingualism (PRIM);22
Department Sport- und Gesundheitswissenschaften;Institut für Mathematik;1299
Abraham Geiger Kolleg gGmbH;DV und Statistik Wirtschaftswissenschaften;1
Abraham Geiger Kolleg gGmbH;Institut für Anglistik und Amerikanistik;5
Abraham Geiger Kolleg gGmbH;Strafrecht;5
Abraham Geiger Kolleg gGmbH;An-Institute;4
Abraham Geiger Kolleg gGmbH;Zentrum für Umweltwissenschaften;5
Abraham Geiger Kolleg gGmbH;Fachgruppe Betriebswirtschaftslehre;5
Abraham Geiger Kolleg gGmbH;Interdisziplinäres Zentrum für Massenspektronomie von Biopolymeren;2
Abraham Geiger Kolleg gGmbH;Zentrum für Lehrerbildung und Bildungsforschung (ZeLB);5
Abraham Geiger Kolleg gGmbH;Arbeitskreis Militär und Gesellschaft in der Frühen Neuzeit e. V.;4
Abraham Geiger Kolleg gGmbH;Fakultät für Gesundheitswissenschaften;5
Abraham Geiger Kolleg gGmbH;Department Grundschulpädagogik;5
Abraham Geiger Kolleg gGmbH;Institut für Religionswissenschaft;4
Abraham Geiger Kolleg gGmbH;Universitätsleitung und Verwaltung;4
Abraham Geiger Kolleg gGmbH;Potsdam Transfer - Zentrum für Gründung, Innovation, Wissens- und Technologietransfer;5
Abraham Geiger Kolleg gGmbH;Potsdam Institute for Climate Impact Research (PIK) e. V.;1
Abraham Geiger Kolleg gGmbH;Department Psychologie;5
Abraham Geiger Kolleg gGmbH;Institut für Germanistik;5
Abraham Geiger Kolleg gGmbH;UP Transfer;1
Abraham Geiger Kolleg gGmbH;Hasso-Plattner-Institut für Digital Engineering GmbH;5
Abraham Geiger Kolleg gGmbH;Interdisziplinäres Zentrum für Dynamik komplexer Systeme;5
Abraham Geiger Kolleg gGmbH;Extern;5
Abraham Geiger Kolleg gGmbH;Hochschulambulanz;4
Abraham Geiger Kolleg gGmbH;Moses Mendelssohn Zentrum für europäisch-jüdische Studien e. V.;4
Abraham Geiger Kolleg gGmbH;Wirtschaftswissenschaften;5
Abraham Geiger Kolleg gGmbH;Institut für Romanistik;5
Abraham Geiger Kolleg gGmbH;Institut für Jüdische Theologie;4
Abraham Geiger Kolleg gGmbH;Interdisziplinäres Zentrum für Biopolymere;5
Abraham Geiger Kolleg gGmbH;Philosophische Fakultät;5
Abraham Geiger Kolleg gGmbH;Institut für Informatik und Computational Science;5
Abraham Geiger Kolleg gGmbH;Referat für Presse- und Öffentlichkeitsarbeit;2
Abraham Geiger Kolleg gGmbH;Forschungsbereich "Politik, Verwaltung und Management";2
Abraham Geiger Kolleg gGmbH;Geschlechtersoziologie;1
Abraham Geiger Kolleg gGmbH;Kommunalwissenschaftliches Institut;5
Abraham Geiger Kolleg gGmbH;Lehreinheit für Wirtschafts-Arbeit-Technik;5
Abraham Geiger Kolleg gGmbH;Strukturbereich Bildungswissenschaften;5
Abraham Geiger Kolleg gGmbH;Zentrum für Sprachen und Schlüsselkompetenzen (Zessko);5
Abraham Geiger Kolleg gGmbH;Institut für angewandte Familien-, Kindheits- und Jugendforschung e.V.;1
Abraham Geiger Kolleg gGmbH;Digital Engineering Fakultät;2
Abraham Geiger Kolleg gGmbH;Fachgruppe Volkswirtschaftslehre;5
Abraham Geiger Kolleg gGmbH;Botanischer Garten;1
Abraham Geiger Kolleg gGmbH;Institut für Umweltwissenschaften und Geographie;5
Abraham Geiger Kolleg gGmbH;Institut für Chemie;5
Abraham Geiger Kolleg gGmbH;Wirtschafts- und Sozialwissenschaftliche Fakultät;4
Abraham Geiger Kolleg gGmbH;Multilingualism;3
Abraham Geiger Kolleg gGmbH;Strukturbereich Kognitionswissenschaften;5
Abraham Geiger Kolleg gGmbH;Institut für Jüdische Studien und Religionswissenschaft;5
Abraham Geiger Kolleg gGmbH;Institut für Geowissenschaften;5
Abraham Geiger Kolleg gGmbH;Department Erziehungswissenschaft;5
Abraham Geiger Kolleg gGmbH;Institut für Künste und Medien;5
Abraham Geiger Kolleg gGmbH;Zentrale und wissenschaftliche Einrichtungen;1
Abraham Geiger Kolleg gGmbH;Organe und Gremien;1
Abraham Geiger Kolleg gGmbH;Vereinigung für Jüdische Studien e. V.;6
Abraham Geiger Kolleg gGmbH;Humanwissenschaftliche Fakultät;5
Abraham Geiger Kolleg gGmbH;Department Musik und Kunst;5
Abraham Geiger Kolleg gGmbH;Zentrum für Gerechtigkeitsforschung;5
Abraham Geiger Kolleg gGmbH;Hasso-Plattner-Institut für Digital Engineering gGmbH;5
Abraham Geiger Kolleg gGmbH;Fachgruppe Soziologie;5
Abraham Geiger Kolleg gGmbH;ZIM - Zentrum für Informationstechnologie und Medienmanagement;4
Abraham Geiger Kolleg gGmbH;Gesundheitsmanagement;4
Abraham Geiger Kolleg gGmbH;Zentrum für Qualitätsentwicklung in Lehre und Studium (ZfQ);5
Abraham Geiger Kolleg gGmbH;Zentrum für Australienforschung;2
Abraham Geiger Kolleg gGmbH;Institut für Lebensgestaltung-Ethik-Religionskunde;4
Abraham Geiger Kolleg gGmbH;Interdisziplinäres Zentrum für Kognitive Studien;3
Abraham Geiger Kolleg gGmbH;Mathematisch-Naturwissenschaftliche Fakultät;5
Abraham Geiger Kolleg gGmbH;Interdisziplinäres Zentrum für Dünne Organische und Biochemische Schichten;5
Abraham Geiger Kolleg gGmbH;Sozialwissenschaften;5
Abraham Geiger Kolleg gGmbH;Juristische Fakultät;5
Abraham Geiger Kolleg gGmbH;Klassische Philologie;5
Abraham Geiger Kolleg gGmbH;Öffentliches Recht;5
Abraham Geiger Kolleg gGmbH;Fachgruppe Politik- & Verwaltungswissenschaft;5
Abraham Geiger Kolleg gGmbH;MenschenRechtsZentrum;6
Abraham Geiger Kolleg gGmbH;Universitätsbibliothek;5
Abraham Geiger Kolleg gGmbH;Institut für Slavistik;5
Abraham Geiger Kolleg gGmbH;Institut für Philosophie;5
Abraham Geiger Kolleg gGmbH;Theodor-Fontane-Archiv;1
Abraham Geiger Kolleg gGmbH;Institut für Physik und Astronomie;5
Abraham Geiger Kolleg gGmbH;Verband für Patholinguistik e. V. (vpl);5
Abraham Geiger Kolleg gGmbH;Career Service;1
Abraham Geiger Kolleg gGmbH;Zentrum für Lern- und Lehrforschung;5
Abraham Geiger Kolleg gGmbH;WeltTrends e.V. Potsdam;5
Abraham Geiger Kolleg gGmbH;Institut für Biochemie und Biologie;5
Abraham Geiger Kolleg gGmbH;Institut für Ernährungswissenschaft;5
Abraham Geiger Kolleg gGmbH;Bürgerliches Recht;5
Abraham Geiger Kolleg gGmbH;Akademie für Psychotherapie und Interventionsforschung GmbH;2
Abraham Geiger Kolleg gGmbH;Potsdam Graduate School;1
Abraham Geiger Kolleg gGmbH;Kanonistisches Institut e.V.;2
Abraham Geiger Kolleg gGmbH;Sonderforschungsbereich 632 - Informationsstruktur;5
Abraham Geiger Kolleg gGmbH;Department Linguistik;5
Abraham Geiger Kolleg gGmbH;Department für Inklusionspädagogik;5
Abraham Geiger Kolleg gGmbH;Potsdam Research Institute for Multilingualism (PRIM);4
Abraham Geiger Kolleg gGmbH;Institut für Mathematik;5
DV und Statistik Wirtschaftswissenschaften;Institut für Anglistik und Amerikanistik;1
DV und Statistik Wirtschaftswissenschaften;Strafrecht;1
DV und Statistik Wirtschaftswissenschaften;An-Institute;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Umweltwissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Fachgruppe Betriebswirtschaftslehre;1
DV und Statistik Wirtschaftswissenschaften;Interdisziplinäres Zentrum für Massenspektronomie von Biopolymeren;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Lehrerbildung und Bildungsforschung (ZeLB);1
DV und Statistik Wirtschaftswissenschaften;Arbeitskreis Militär und Gesellschaft in der Frühen Neuzeit e. V.;1
DV und Statistik Wirtschaftswissenschaften;Fakultät für Gesundheitswissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Department Grundschulpädagogik;1
DV und Statistik Wirtschaftswissenschaften;Institut für Religionswissenschaft;1
DV und Statistik Wirtschaftswissenschaften;Universitätsleitung und Verwaltung;1
DV und Statistik Wirtschaftswissenschaften;Potsdam Transfer - Zentrum für Gründung, Innovation, Wissens- und Technologietransfer;1
DV und Statistik Wirtschaftswissenschaften;Potsdam Institute for Climate Impact Research (PIK) e. V.;1
DV und Statistik Wirtschaftswissenschaften;Department Psychologie;1
DV und Statistik Wirtschaftswissenschaften;Institut für Germanistik;1
DV und Statistik Wirtschaftswissenschaften;UP Transfer;1
DV und Statistik Wirtschaftswissenschaften;Hasso-Plattner-Institut für Digital Engineering GmbH;1
DV und Statistik Wirtschaftswissenschaften;Interdisziplinäres Zentrum für Dynamik komplexer Systeme;1
DV und Statistik Wirtschaftswissenschaften;Extern;1
DV und Statistik Wirtschaftswissenschaften;Hochschulambulanz;1
DV und Statistik Wirtschaftswissenschaften;Moses Mendelssohn Zentrum für europäisch-jüdische Studien e. V.;1
DV und Statistik Wirtschaftswissenschaften;Wirtschaftswissenschaften;2
DV und Statistik Wirtschaftswissenschaften;Institut für Romanistik;1
DV und Statistik Wirtschaftswissenschaften;Institut für Jüdische Theologie;1
DV und Statistik Wirtschaftswissenschaften;Interdisziplinäres Zentrum für Biopolymere;1
DV und Statistik Wirtschaftswissenschaften;Philosophische Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Institut für Informatik und Computational Science;1
DV und Statistik Wirtschaftswissenschaften;Referat für Presse- und Öffentlichkeitsarbeit;1
DV und Statistik Wirtschaftswissenschaften;Forschungsbereich "Politik, Verwaltung und Management";1
DV und Statistik Wirtschaftswissenschaften;Geschlechtersoziologie;1
DV und Statistik Wirtschaftswissenschaften;Kommunalwissenschaftliches Institut;1
DV und Statistik Wirtschaftswissenschaften;Lehreinheit für Wirtschafts-Arbeit-Technik;1
DV und Statistik Wirtschaftswissenschaften;Strukturbereich Bildungswissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Sprachen und Schlüsselkompetenzen (Zessko);1
DV und Statistik Wirtschaftswissenschaften;Institut für angewandte Familien-, Kindheits- und Jugendforschung e.V.;1
DV und Statistik Wirtschaftswissenschaften;Digital Engineering Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Fachgruppe Volkswirtschaftslehre;1
DV und Statistik Wirtschaftswissenschaften;Botanischer Garten;1
DV und Statistik Wirtschaftswissenschaften;Institut für Umweltwissenschaften und Geographie;1
DV und Statistik Wirtschaftswissenschaften;Institut für Chemie;1
DV und Statistik Wirtschaftswissenschaften;Wirtschafts- und Sozialwissenschaftliche Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Multilingualism;1
DV und Statistik Wirtschaftswissenschaften;Strukturbereich Kognitionswissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Institut für Jüdische Studien und Religionswissenschaft;1
DV und Statistik Wirtschaftswissenschaften;Institut für Geowissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Department Erziehungswissenschaft;1
DV und Statistik Wirtschaftswissenschaften;Institut für Künste und Medien;1
DV und Statistik Wirtschaftswissenschaften;Zentrale und wissenschaftliche Einrichtungen;1
DV und Statistik Wirtschaftswissenschaften;Organe und Gremien;1
DV und Statistik Wirtschaftswissenschaften;Vereinigung für Jüdische Studien e. V.;1
DV und Statistik Wirtschaftswissenschaften;Humanwissenschaftliche Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Department Musik und Kunst;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Gerechtigkeitsforschung;1
DV und Statistik Wirtschaftswissenschaften;Hasso-Plattner-Institut für Digital Engineering gGmbH;1
DV und Statistik Wirtschaftswissenschaften;Fachgruppe Soziologie;1
DV und Statistik Wirtschaftswissenschaften;ZIM - Zentrum für Informationstechnologie und Medienmanagement;1
DV und Statistik Wirtschaftswissenschaften;Gesundheitsmanagement;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Qualitätsentwicklung in Lehre und Studium (ZfQ);1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Australienforschung;1
DV und Statistik Wirtschaftswissenschaften;Institut für Lebensgestaltung-Ethik-Religionskunde;1
DV und Statistik Wirtschaftswissenschaften;Interdisziplinäres Zentrum für Kognitive Studien;1
DV und Statistik Wirtschaftswissenschaften;Mathematisch-Naturwissenschaftliche Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Interdisziplinäres Zentrum für Dünne Organische und Biochemische Schichten;1
DV und Statistik Wirtschaftswissenschaften;Sozialwissenschaften;1
DV und Statistik Wirtschaftswissenschaften;Juristische Fakultät;1
DV und Statistik Wirtschaftswissenschaften;Klassische Philologie;1
DV und Statistik Wirtschaftswissenschaften;Öffentliches Recht;1
DV und Statistik Wirtschaftswissenschaften;Fachgruppe Politik- & Verwaltungswissenschaft;1
DV und Statistik Wirtschaftswissenschaften;MenschenRechtsZentrum;1
DV und Statistik Wirtschaftswissenschaften;Universitätsbibliothek;1
DV und Statistik Wirtschaftswissenschaften;Institut für Slavistik;1
DV und Statistik Wirtschaftswissenschaften;Institut für Philosophie;1
DV und Statistik Wirtschaftswissenschaften;Theodor-Fontane-Archiv;1
DV und Statistik Wirtschaftswissenschaften;Institut für Physik und Astronomie;1
DV und Statistik Wirtschaftswissenschaften;Verband für Patholinguistik e. V. (vpl);1
DV und Statistik Wirtschaftswissenschaften;Career Service;1
DV und Statistik Wirtschaftswissenschaften;Zentrum für Lern- und Lehrforschung;1
DV und Statistik Wirtschaftswissenschaften;WeltTrends e.V. Potsdam;1
DV und Statistik Wirtschaftswissenschaften;Institut für Biochemie und Biologie;1
DV und Statistik Wirtschaftswissenschaften;Institut für Ernährungswissenschaft;1
DV und Statistik Wirtschaftswissenschaften;Bürgerliches Recht;1
DV und Statistik Wirtschaftswissenschaften;Akademie für Psychotherapie und Interventionsforschung GmbH;1
DV und Statistik Wirtschaftswissenschaften;Potsdam Graduate School;1
DV und Statistik Wirtschaftswissenschaften;Kanonistisches Institut e.V.;1
DV und Statistik Wirtschaftswissenschaften;Sonderforschungsbereich 632 - Informationsstruktur;1
DV und Statistik Wirtschaftswissenschaften;Department Linguistik;1
DV und Statistik Wirtschaftswissenschaften;Department für Inklusionspädagogik;1
DV und Statistik Wirtschaftswissenschaften;Potsdam Research Institute for Multilingualism (PRIM);1
DV und Statistik Wirtschaftswissenschaften;Institut für Mathematik;1
Institut für Anglistik und Amerikanistik;Strafrecht;178
Institut für Anglistik und Amerikanistik;An-Institute;61
Institut für Anglistik und Amerikanistik;Zentrum für Umweltwissenschaften;71
Institut für Anglistik und Amerikanistik;Fachgruppe Betriebswirtschaftslehre;80
Institut für Anglistik und Amerikanistik;Interdisziplinäres Zentrum für Massenspektronomie von Biopolymeren;2
Institut für Anglistik und Amerikanistik;Zentrum für Lehrerbildung und Bildungsforschung (ZeLB);120
Institut für Anglistik und Amerikanistik;Arbeitskreis Militär und Gesellschaft in der Frühen Neuzeit e. V.;43
Institut für Anglistik und Amerikanistik;Fakultät für Gesundheitswissenschaften;25
Institut für Anglistik und Amerikanistik;Department Grundschulpädagogik;457
Institut für Anglistik und Amerikanistik;Institut für Religionswissenschaft;9
Institut für Anglistik und Amerikanistik;Universitätsleitung und Verwaltung;12
Institut für Anglistik und Amerikanistik;Potsdam Transfer - Zentrum für Gründung, Innovation, Wissens- und Technologietransfer;15
Institut für Anglistik und Amerikanistik;Potsdam Institute for Climate Impact Research (PIK) e. V.;1
Institut für Anglistik und Amerikanistik;Department Psychologie;522
Institut für Anglistik und Amerikanistik;Institut für Germanistik;464
